temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
70.19,14.21,75.09,1.09,4.12,1
64.47,49.47,73.51,1.52,2.26,0
90.76,46.08,33.19,3.43,0.65,1
76.74,46.72,61.59,1.3,2.05,0
71.88,28.89,72.73,2.46,1.38,0
74.74,19.86,73.58,2.85,0.9,0
93.85,61.46,74.11,4.59,1.24,1
74.97,52.23,38.67,3.18,1.07,0
63.39,38.44,39.18,3.71,1.74,0
78.59,67.44,40.24,1.82,3.8,1
79.6,39.94,40.5,4.62,1.24,0
69.72,65.02,38.97,2.65,2.42,0
80.81,42.38,41.88,1.33,4.86,0
70.63,36.74,55.94,1.57,3.33,0
81.14,54.6,75.58,4.55,4.89,0
73.0,17.66,59.98,3.83,2.53,0
65.98,62.14,58.08,2.47,2.6,0
80.69,73.03,48.39,4.57,3.07,0
87.09,73.8,36.99,2.98,1.3,0
72.59,45.94,39.72,2.55,1.54,0
77.92,54.23,79.01,2.63,4.67,0
79.69,70.38,39.08,4.85,4.33,0
60.22,84.49,69.8,1.61,2.03,1
46.0,52.76,42.96,3.24,1.65,0
93.93,46.9,51.64,2.83,1.11,1
70.51,59.67,37.81,1.47,4.89,0
76.83,45.94,65.02,1.17,4.2,0
71.84,22.72,79.0,1.46,2.88,0
65.18,22.12,70.0,1.89,3.58,0
63.95,38.13,74.66,2.43,3.22,0
54.98,51.36,63.24,3.42,2.62,1
75.33,60.44,62.15,1.21,0.63,1
67.29,89.02,61.96,1.4,0.84,1
88.92,59.25,67.92,3.6,4.07,0
69.34,79.28,59.39,1.9,1.99,0
69.42,74.78,36.05,4.97,2.4,0
83.4,56.92,42.82,3.25,3.61,0
61.13,45.33,65.36,4.42,1.54,0
71.84,54.56,51.44,4.1,2.06,0
75.39,43.13,37.24,4.15,4.54,0
89.13,28.11,71.2,4.48,3.36,0
72.69,42.06,41.09,1.49,3.32,0
87.02,61.34,30.25,1.16,2.01,0
73.3,49.17,30.68,2.27,3.69,0
86.2,20.57,69.53,4.74,0.87,0
89.22,48.32,30.39,4.25,0.68,0
81.86,36.88,65.03,2.47,2.47,0
68.42,77.07,55.42,4.68,1.48,0
69.98,19.81,43.96,3.3,2.34,0
77.22,74.15,51.51,2.14,0.55,0
79.87,43.47,51.39,3.97,4.1,0
73.78,61.17,32.9,3.36,1.19,0
64.6,77.27,76.01,1.8,3.88,0
79.21,63.3,55.86,4.98,2.93,0
65.74,75.07,50.87,3.39,3.85,0
61.36,32.82,33.6,3.74,4.33,0
89.44,60.71,37.84,1.55,1.06,0
65.01,56.4,34.98,2.71,2.04,0
80.63,53.48,53.81,4.04,0.61,0
83.35,48.23,64.95,1.73,1.36,0
62.56,67.52,42.79,3.33,0.79,0
75.55,41.36,50.65,1.75,3.53,0
75.93,54.66,63.11,1.12,1.84,0
65.46,47.82,30.53,4.46,3.2,0
65.32,55.25,46.18,4.96,2.81,0
80.6,34.62,40.3,4.73,1.87,0
89.49,40.27,34.9,4.46,3.26,1
53.37,42.28,57.25,2.53,3.28,0
78.15,49.85,40.82,4.36,0.75,0
74.24,26.21,52.29,3.66,1.13,0
61.64,51.97,48.8,2.09,2.79,0
60.21,59.89,45.97,4.95,0.83,0
83.55,68.92,47.13,4.6,4.68,0
72.93,32.22,58.71,4.75,4.2,0
59.97,41.05,75.17,3.12,0.57,0
72.04,31.61,79.21,2.83,1.15,0
69.24,29.89,39.53,2.74,1.5,0
79.19,57.1,64.22,2.12,2.35,0
83.97,76.12,72.29,4.52,4.78,0
64.85,47.12,71.19,3.73,0.72,0
69.29,41.56,33.36,3.57,2.22,0
89.4,51.84,57.32,2.77,3.53,0
77.08,49.7,58.32,1.87,2.69,1
81.11,79.48,40.24,4.2,3.73,0
61.31,40.47,41.26,1.58,3.71,0
64.14,37.85,79.57,2.33,4.45,0
80.56,41.81,51.91,3.76,4.89,1
74.14,45.92,73.18,2.9,0.93,0
75.77,61.79,53.36,1.57,2.19,0
57.4,61.08,31.1,4.44,0.77,1
70.83,46.83,53.7,4.45,3.16,0
81.35,73.14,57.71,1.48,3.32,0
80.59,65.73,72.98,2.01,0.52,1
68.85,43.48,64.01,1.47,1.62,0
74.09,38.65,66.52,4.1,4.25,0
73.79,42.33,54.33,2.87,0.82,1
77.23,66.34,38.16,4.89,4.36,0
81.49,33.12,51.25,4.84,4.38,0
66.94,50.97,40.7,2.12,4.6,0
77.9,67.99,77.29,4.05,0.99,0
75.88,46.8,30.2,1.33,3.07,0
86.94,60.4,51.47,1.12,1.62,0
87.48,33.33,44.06,3.73,2.08,0
67.74,36.55,48.56,1.22,1.73,0
71.39,31.74,53.26,4.24,3.88,0
55.43,44.59,48.48,4.32,4.43,0
79.91,38.9,49.49,1.46,2.41,0
89.45,57.76,72.49,2.82,3.58,0
70.13,74.75,49.1,1.19,2.41,0
69.32,43.85,72.76,1.02,1.68,1
69.51,16.57,60.81,1.71,2.1,0
85.6,33.19,63.45,1.69,1.44,0
81.05,54.31,64.76,4.5,2.06,0
74.48,47.79,74.79,2.69,3.74,0
78.84,56.88,68.33,2.24,4.44,0
95.12,61.34,35.93,1.17,4.83,1
90.82,44.92,48.5,4.71,4.96,1
72.82,73.62,47.44,1.22,4.1,1
77.12,65.89,30.62,3.43,4.89,0
84.47,38.11,50.23,4.3,1.18,0
82.47,35.32,58.55,3.51,3.37,0
88.94,51.98,78.68,4.44,3.73,0
72.18,56.81,37.55,2.13,3.31,1
80.75,50.15,32.7,1.18,2.85,0
92.47,32.35,40.69,4.88,3.61,1
90.2,40.6,34.23,1.02,4.5,1
71.36,54.56,66.19,4.21,4.18,0
70.18,33.55,78.13,1.19,3.49,0
75.11,57.17,66.84,3.32,5.0,0
83.84,83.4,77.51,3.03,3.76,1
80.92,58.37,38.65,2.89,4.45,1
87.84,55.22,52.06,1.56,1.37,0
70.37,58.42,56.51,4.02,4.26,0
70.05,45.84,40.4,4.69,1.09,0
67.88,51.41,67.69,1.95,1.43,1
59.75,40.98,62.63,2.88,0.62,0
71.18,43.6,61.41,4.78,0.91,0
65.98,43.38,51.35,3.07,3.56,0
91.18,66.09,56.15,3.14,2.53,1
61.45,48.01,63.67,4.48,4.36,0
69.58,53.82,76.62,3.75,1.44,0
66.94,68.88,59.11,4.6,2.99,1
77.02,39.04,42.92,2.96,2.49,0
58.33,53.96,74.71,2.73,4.49,0
90.63,29.28,70.63,1.3,4.12,1
69.66,67.95,43.34,3.09,3.74,1
73.97,73.56,48.13,3.35,3.07,0
86.61,48.93,44.35,4.52,2.39,0
76.56,47.34,59.57,1.11,4.36,0
75.83,39.9,33.69,3.05,2.37,0
71.9,55.16,76.46,4.98,4.01,0
89.14,77.53,78.31,2.25,2.49,0
78.99,63.26,32.77,3.9,1.23,0
67.84,60.41,50.8,3.01,2.19,0
72.59,50.43,59.68,2.58,2.25,0
58.59,32.45,71.98,3.94,4.0,1
87.45,55.39,62.5,3.44,4.73,0
80.6,60.65,53.67,3.97,2.21,0
87.35,49.21,76.24,3.77,3.26,1
90.69,72.18,75.57,1.46,2.48,1
58.97,41.46,53.52,4.25,2.11,0
93.46,29.97,42.5,1.76,0.83,1
78.35,55.76,75.26,2.47,2.44,1
62.65,33.46,66.84,1.13,4.27,0
63.62,37.56,59.48,1.73,2.46,0
69.29,59.35,54.86,3.71,2.65,0
66.33,50.82,44.24,2.28,0.63,1
94.15,52.01,74.09,1.06,1.1,1
74.85,52.97,37.03,2.89,0.61,0
89.21,76.43,39.49,4.82,4.02,0
75.95,57.68,41.8,3.97,1.34,0
61.61,80.7,63.5,3.41,2.01,1
69.53,52.91,57.28,1.38,1.28,1
82.24,43.82,47.54,3.48,4.89,1
88.51,59.58,49.89,2.06,4.3,0
69.77,38.19,63.79,1.63,2.64,0
78.04,36.28,63.24,2.34,1.34,0
64.53,32.24,53.42,3.02,0.94,0
79.07,33.64,63.22,2.35,2.27,0
82.57,45.75,32.73,1.26,2.59,0
67.58,14.42,55.92,4.78,2.35,1
70.73,44.97,41.53,3.89,4.71,1
70.47,54.49,49.11,2.29,1.54,0
58.53,67.06,78.53,2.09,4.47,0
65.19,42.31,62.19,2.26,2.39,0
86.27,51.62,54.01,2.4,2.6,0
74.28,62.35,77.24,4.02,4.76,0
73.43,48.98,73.43,1.5,1.73,0
74.13,41.26,70.35,4.57,1.49,0
70.38,55.18,63.23,2.95,2.76,1
69.88,38.23,77.74,3.12,4.35,0
56.79,34.4,54.3,1.4,3.73,0
73.43,57.57,40.47,1.3,3.88,0
66.52,42.86,75.44,1.69,4.97,0
62.72,62.47,42.19,4.28,0.58,0
78.99,41.0,72.73,4.55,4.09,0
71.55,59.31,61.52,4.36,0.76,0
58.03,62.16,59.57,3.84,2.09,0
102.01,46.22,77.38,1.39,4.01,1
55.54,45.99,31.09,4.15,4.32,0
95.22,64.82,74.58,4.53,3.01,1
71.89,23.29,48.35,2.8,2.96,0
44.48,53.18,53.19,1.77,0.92,0
82.22,56.88,73.13,3.61,2.73,0
67.23,64.59,45.08,4.94,3.72,0
67.76,43.52,73.96,2.5,3.07,0
78.63,64.71,56.14,2.34,1.54,0
81.32,59.84,71.74,4.55,3.23,0
76.74,49.93,49.74,1.06,3.7,0
81.49,23.19,55.24,2.36,4.1,0
67.82,42.25,39.52,1.35,2.14,0
69.37,74.83,42.43,4.91,3.93,0
82.91,53.17,44.33,4.88,2.39,0
72.27,46.29,43.94,2.49,2.78,0
79.03,36.81,76.18,4.28,3.05,1
90.61,49.82,35.26,1.5,1.46,1
72.01,40.49,51.69,4.49,1.67,0
73.45,59.58,70.62,2.57,0.75,1
71.96,67.82,60.16,4.49,4.99,0
71.43,77.5,75.03,1.31,1.49,0
73.57,27.24,53.8,3.78,3.49,0
83.64,14.07,58.7,4.83,3.85,0
62.19,63.31,39.62,2.04,0.62,0
51.71,48.58,59.27,2.75,3.44,0
57.99,60.41,49.11,3.52,1.99,0
95.43,57.27,43.67,2.12,2.36,1
70.58,33.37,35.99,4.61,2.34,0
52.19,39.82,66.41,3.68,2.81,0
85.88,71.54,73.08,2.43,0.51,0
85.98,49.53,63.33,4.2,4.12,0
71.27,55.38,34.14,1.91,1.55,0
70.46,70.45,34.89,2.35,3.32,0
91.96,30.19,64.04,1.99,3.94,1
76.26,63.94,54.3,2.24,4.15,0
69.05,73.01,37.7,2.58,2.41,1
73.43,75.73,56.38,3.98,0.75,0
76.0,25.36,53.2,3.93,4.96,0
59.8,75.01,56.84,4.63,4.57,0
70.91,69.35,43.07,2.41,0.81,0
79.88,47.64,68.43,4.53,2.47,0
76.82,69.14,38.48,4.68,2.14,0
84.15,60.08,64.66,1.11,3.32,0
46.39,51.46,65.62,4.09,3.47,0
79.82,48.25,65.0,3.74,2.9,0
71.25,35.58,76.17,4.13,3.02,0
76.34,80.85,49.41,3.25,0.71,1
72.76,54.27,36.22,4.21,1.05,0
84.87,45.84,76.78,1.05,3.58,0
73.57,34.56,35.09,4.24,1.26,0
79.46,39.16,75.44,4.6,4.56,0
61.77,71.16,53.07,3.74,1.19,0
74.56,47.77,52.2,1.54,4.44,0
84.37,38.58,33.87,4.33,4.3,0
59.96,65.09,32.35,2.09,1.2,0
58.5,54.87,57.0,3.05,0.51,0
78.86,57.84,42.79,3.68,4.1,0
75.12,62.55,69.57,1.64,2.42,0
80.09,45.43,40.76,2.91,4.3,0
77.22,65.51,53.92,3.91,4.12,0
84.04,79.06,59.18,4.4,4.79,0
68.03,38.49,79.92,1.88,1.32,0
80.14,64.0,32.3,4.31,3.02,0
75.86,62.35,74.24,3.85,4.4,0
78.93,53.26,66.94,3.41,3.83,0
85.86,67.22,43.06,4.67,4.06,0
71.24,48.3,40.24,3.91,1.01,0
78.94,60.44,58.69,4.52,0.85,0
60.8,29.42,56.0,4.23,3.13,0
55.0,80.9,30.84,1.9,4.37,1
80.32,76.92,48.25,3.7,4.99,0
76.62,20.95,48.22,3.04,0.85,0
74.59,66.89,50.15,2.79,3.77,0
82.02,58.07,32.25,4.45,4.4,0
72.9,38.55,58.83,3.62,1.47,0
77.42,54.65,35.31,2.79,3.52,0
83.07,70.57,76.34,2.59,4.03,0
91.91,72.93,50.51,3.2,3.87,1
74.84,16.83,41.33,4.0,3.25,0
80.06,49.69,37.61,1.17,4.48,1
76.75,57.08,52.7,4.55,3.64,0
62.21,40.84,65.11,4.7,1.99,0
86.13,82.37,41.74,3.61,2.73,1
88.25,59.48,72.84,4.31,0.97,0
62.54,44.89,79.98,3.02,3.69,0
71.9,56.17,36.23,1.39,4.4,0
65.77,43.98,49.86,2.39,1.35,1
94.11,65.5,53.7,3.72,1.94,1
56.43,25.9,72.89,4.41,1.01,1
80.61,73.2,32.6,1.49,0.5,0
72.96,78.19,52.44,3.93,4.36,0
99.88,66.94,69.08,3.91,2.65,1
54.9,54.51,50.56,1.07,3.41,0
78.76,49.49,38.03,2.71,1.05,0
79.74,59.92,50.37,2.08,0.85,0
73.37,53.5,76.87,4.82,4.13,0
50.91,39.17,77.74,3.25,0.52,0
88.67,54.33,50.13,1.24,0.75,0
74.5,50.06,42.65,2.72,3.97,0
78.44,38.25,52.28,4.67,2.55,0
64.44,60.57,70.51,3.81,4.88,0
72.97,39.29,47.56,2.93,2.74,0
71.74,35.31,37.84,4.74,3.3,0
81.88,79.99,35.51,2.17,4.83,0
72.94,48.14,47.54,3.3,3.76,0
81.13,67.41,57.66,3.99,3.68,0
89.15,57.45,34.8,4.28,0.74,1
62.91,38.8,74.88,1.04,4.74,0
88.72,36.6,37.63,4.74,0.51,0
63.82,64.89,76.12,3.72,2.86,0
97.79,57.82,43.29,4.28,4.47,1
71.85,50.74,75.65,3.2,3.55,0
68.39,30.4,63.07,2.63,3.71,0
89.25,64.2,55.68,4.88,1.56,0
69.11,48.59,44.46,3.45,3.5,1
87.06,63.54,61.01,3.99,2.91,0
82.72,55.95,33.79,1.67,4.51,0
71.65,41.9,44.46,2.83,2.69,0
84.04,35.27,50.52,3.13,1.32,0
72.47,34.39,31.66,3.0,3.69,0
69.36,72.84,58.08,4.95,2.49,1
89.79,71.99,33.59,1.29,1.85,0
76.43,71.44,77.59,2.73,3.21,1
76.92,64.9,40.83,1.66,3.64,0
74.67,72.56,56.05,2.96,0.6,0
98.6,40.92,70.2,3.42,0.71,1
76.37,59.56,31.56,1.27,0.58,0
72.92,38.14,36.83,1.55,4.51,0
81.58,24.42,64.58,2.13,2.72,0
89.17,63.49,45.31,4.9,3.31,0
56.45,65.44,51.31,4.45,1.64,1
58.73,43.24,64.53,1.24,2.0,0
87.36,56.73,52.6,4.33,3.66,0
75.83,62.9,41.26,3.52,1.56,0
66.21,54.62,30.17,2.23,1.81,0
74.51,43.87,62.58,4.72,4.98,0
79.3,38.45,39.44,2.43,1.96,0
73.69,42.05,41.87,2.92,0.75,0
65.26,72.34,75.67,1.42,1.78,0
77.89,66.8,44.83,2.88,1.12,0
85.98,42.24,73.74,3.92,1.26,0
72.93,40.86,71.74,2.13,1.36,0
73.3,60.33,53.17,1.28,1.72,0
84.12,17.21,41.91,4.42,3.86,0
83.81,52.6,75.11,2.39,0.68,0
65.42,72.43,32.86,1.45,0.74,0
57.47,61.47,42.45,3.9,2.65,0
88.94,30.82,53.06,4.8,0.62,0
77.83,82.08,66.48,4.5,1.97,1
90.19,65.69,60.3,4.4,4.7,1
63.63,36.09,67.99,3.14,3.89,0
59.68,39.87,69.42,4.12,4.82,0
71.5,43.99,72.44,4.37,3.12,1
79.97,66.3,60.22,1.43,4.26,0
83.12,38.86,40.49,4.98,2.6,0
78.38,77.66,34.67,2.14,3.96,0
68.85,56.07,52.21,3.22,2.56,0
78.07,57.81,32.92,4.26,2.3,0
94.07,32.34,78.33,2.24,4.81,1
65.12,46.33,46.41,4.55,1.87,0
82.92,30.72,69.19,3.59,2.44,0
71.69,21.77,55.47,3.41,2.76,0
63.92,64.24,50.77,1.4,4.75,0
81.52,11.75,48.87,1.94,1.0,0
49.92,33.64,69.46,1.38,1.23,1
81.13,62.41,64.65,4.81,4.89,0
95.98,26.45,52.41,2.15,3.2,1
76.78,39.62,49.19,3.46,4.86,1
67.32,44.09,60.78,2.3,3.3,1
54.46,20.27,38.78,2.92,0.67,0
72.75,53.69,37.37,3.23,1.35,1
69.37,13.83,63.56,3.49,3.45,0
78.3,37.93,66.85,4.68,2.63,1
68.74,40.41,70.6,2.95,0.97,0
62.16,36.64,73.28,2.25,4.02,1
86.75,57.71,53.12,3.35,3.86,1
90.54,35.56,59.34,3.28,4.75,1
78.84,50.31,64.89,1.21,4.05,1
84.21,49.46,62.22,3.4,3.75,1
70.59,59.76,53.08,4.84,2.88,1
65.84,52.61,65.68,1.98,3.34,1
79.49,20.54,62.68,3.51,4.14,0
53.65,39.7,34.42,4.01,2.67,0
64.73,27.91,33.95,1.99,1.61,0
67.92,56.38,33.88,2.56,4.77,0
69.24,35.15,55.11,2.22,1.98,0
71.34,50.26,37.93,3.78,2.99,0
73.9,37.53,45.16,3.65,3.88,0
66.64,53.57,40.6,3.67,3.46,0
76.12,65.72,54.96,2.61,4.8,0
88.8,45.63,33.18,4.59,3.85,1
69.72,51.69,76.29,1.45,1.45,0
79.8,47.05,75.98,3.17,1.05,0
84.39,39.46,79.21,1.59,2.71,0
69.86,34.02,73.74,3.78,4.68,1
71.85,47.84,41.64,1.56,1.58,0
76.87,61.62,38.46,2.29,1.07,0
70.02,52.37,61.34,4.96,2.8,0
91.82,36.52,52.15,2.3,4.74,1
84.29,41.09,72.76,3.92,3.59,0
69.31,35.49,52.9,2.48,3.52,0
79.25,40.77,73.87,3.79,4.14,1
94.82,55.79,70.03,2.88,1.61,1
61.05,26.74,54.09,4.61,1.0,0
77.54,29.57,37.58,1.08,1.23,0
82.12,46.24,53.57,3.68,3.56,0
76.41,27.56,78.16,4.75,1.19,0
71.17,31.02,45.01,3.79,0.99,0
76.58,53.9,60.1,3.33,4.57,0
80.23,28.56,70.87,1.04,2.31,0
59.24,62.3,34.07,1.38,3.72,0
77.16,55.22,78.06,4.24,4.6,0
83.27,44.05,36.73,2.04,1.09,0
73.46,69.75,64.93,2.68,4.07,0
67.45,44.43,55.44,4.36,1.31,1
79.16,55.61,39.85,2.31,3.24,0
72.76,30.11,31.87,3.45,2.98,0
55.24,68.91,35.96,3.99,4.22,0
73.59,38.9,70.64,1.28,1.83,0
57.29,50.32,57.9,3.89,1.55,0
72.02,54.57,41.56,3.85,2.49,0
69.68,59.78,39.9,4.41,2.81,0
71.24,52.62,31.14,3.5,2.18,0
75.77,52.8,58.29,2.97,3.59,0
78.45,40.1,52.86,1.8,2.41,0
73.79,27.93,49.0,1.19,4.15,0
96.97,54.04,31.87,2.41,4.72,1
78.56,42.1,56.45,2.32,2.04,0
81.94,26.25,40.15,3.43,4.79,0
85.85,27.12,51.86,2.66,1.96,0
69.76,41.13,61.35,4.92,1.12,0
88.07,64.3,40.4,3.53,0.9,0
68.48,32.99,66.9,2.79,3.67,0
78.72,38.96,53.22,3.82,4.21,0
65.56,54.71,74.77,4.55,1.8,0
69.02,41.66,42.0,2.45,2.66,0
81.29,54.85,41.01,1.28,4.68,0
74.25,65.51,64.59,2.6,1.04,0
75.46,65.35,45.57,1.63,2.69,0
74.87,53.96,68.69,2.49,2.01,0
73.05,46.54,52.29,2.1,3.41,0
76.43,49.77,51.1,3.74,3.29,0
76.25,69.88,47.65,3.36,3.27,0
74.47,71.72,30.28,4.65,3.01,0
87.48,67.61,42.52,4.71,1.62,0
60.65,45.35,72.19,2.58,4.38,0
78.5,41.23,60.69,4.52,2.74,0
69.88,80.22,39.98,1.47,2.64,1
81.62,62.21,57.6,1.73,0.7,0
78.89,42.24,69.42,1.61,2.07,0
69.84,50.69,74.14,3.83,1.56,0
92.01,54.35,50.93,4.71,1.17,1
66.2,47.07,55.89,1.87,2.81,0
65.54,33.73,56.8,1.35,1.35,0
72.64,59.43,40.71,2.34,1.52,1
64.87,67.03,35.49,1.57,0.69,0
74.68,51.74,63.73,1.86,3.91,0
76.79,41.01,77.38,1.59,1.75,0
84.73,40.91,46.69,2.24,2.43,0
89.53,36.17,43.31,2.89,3.66,0
71.64,57.22,61.18,1.82,4.36,0
81.54,49.48,30.65,2.48,4.85,0
72.22,32.32,62.39,4.19,4.99,0
77.12,41.63,75.2,4.78,1.88,0
96.0,49.15,72.26,3.16,4.38,1
83.09,51.19,54.25,1.39,4.92,1
62.53,58.68,42.32,2.32,4.99,0
67.05,38.87,79.64,1.22,1.26,1
84.36,67.56,51.79,1.09,1.62,0
75.97,45.63,61.01,1.62,3.67,0
63.07,33.47,66.97,3.71,4.37,0
92.26,45.07,41.59,3.33,0.93,1
94.06,55.89,52.92,4.41,2.31,1
64.21,31.54,34.1,4.24,4.35,0
77.2,21.94,73.38,3.98,1.3,0
57.09,57.62,57.99,1.58,2.29,0
73.98,49.48,73.07,4.94,1.21,0
70.09,54.63,41.25,3.05,4.7,0
69.68,58.87,62.65,1.46,4.14,0
66.25,44.59,79.02,1.21,4.11,0
82.15,60.0,75.32,3.77,1.73,0
75.77,27.75,56.34,2.65,3.73,0
74.38,52.11,30.67,4.73,3.86,0
76.25,92.89,36.67,3.38,2.06,1
82.89,42.96,62.43,2.39,1.61,0
79.09,24.0,64.53,1.45,4.15,0
64.5,48.03,50.02,3.63,3.2,0
68.27,52.57,66.01,4.48,2.95,1
83.64,70.11,36.56,3.32,3.29,1
70.68,54.88,56.57,3.14,4.34,0
77.66,61.16,78.14,2.33,3.92,0
71.15,44.29,57.92,2.79,2.28,0
75.91,47.75,72.86,2.33,4.88,0
62.1,58.16,64.37,3.16,0.53,0
72.87,48.17,68.57,2.41,4.55,0
67.22,57.26,78.43,4.97,3.53,0
75.7,32.67,48.09,1.98,3.97,0
66.93,41.66,72.24,1.31,0.71,0
92.13,31.94,32.84,1.47,3.25,1
83.84,41.89,38.2,4.83,0.5,0
86.96,48.65,33.15,4.13,1.94,1
72.01,56.09,61.84,1.05,3.99,0
64.97,36.18,52.96,3.42,1.71,0
75.54,57.14,41.25,1.74,3.42,0
85.89,50.09,43.04,3.66,2.04,0
69.87,40.3,52.81,3.59,4.26,0
89.2,59.6,63.81,4.96,2.56,0
62.52,24.48,35.63,4.07,4.24,0
68.85,54.71,38.59,1.52,2.16,0
79.07,43.14,73.8,3.87,2.1,0
87.12,64.13,31.5,4.18,0.92,0
70.08,41.88,44.9,3.97,0.88,0
61.52,61.94,49.15,2.58,2.54,0
61.39,52.07,50.76,3.97,4.2,0
79.53,13.65,35.22,4.49,3.93,0
87.27,56.17,38.58,1.59,1.18,0
77.65,56.22,40.68,1.68,0.86,0
74.13,42.74,39.0,1.06,1.95,0
72.68,40.32,46.12,2.67,2.85,0
81.16,36.69,59.19,1.67,4.81,0
56.85,54.37,60.51,2.49,1.4,0
85.51,31.38,35.56,2.87,4.79,0
81.09,53.48,39.85,4.46,4.83,0
69.42,64.54,38.54,1.68,4.1,1
61.94,41.14,71.82,3.63,1.04,0
72.66,55.69,79.12,2.05,3.27,0
89.48,50.97,41.11,2.24,1.35,0
70.28,25.03,58.59,3.17,2.2,0
80.34,37.28,42.03,2.67,1.78,0
86.11,61.13,69.57,2.62,3.42,0
75.31,46.4,53.21,4.52,4.65,0
74.68,40.81,47.27,1.64,4.06,0
72.47,98.03,71.35,2.52,2.89,1
79.05,57.02,62.22,1.33,3.96,1
69.83,42.04,72.83,2.63,3.07,1
85.53,47.05,48.95,3.59,4.93,0
68.1,30.0,32.06,4.81,4.17,1
83.23,52.4,38.87,4.5,4.5,1
64.77,61.29,40.62,4.4,2.09,0
67.03,57.61,68.44,3.83,3.39,1
63.11,59.69,67.44,1.86,4.59,0
64.42,52.06,71.29,4.6,2.4,0
62.82,57.82,75.33,4.22,0.96,0
81.2,63.39,65.01,3.05,2.35,0
69.63,52.05,38.03,3.81,4.71,0
77.97,59.18,35.9,1.15,2.13,0
61.46,41.89,62.14,1.52,3.14,0
73.08,49.07,45.29,1.04,1.43,0
74.36,69.0,78.31,1.5,4.37,0
57.58,38.61,68.11,1.88,3.05,0
56.94,50.23,59.44,3.67,3.06,1
64.38,54.91,51.55,3.88,0.87,0
90.28,46.06,76.29,2.32,2.7,1
94.63,94.37,69.63,2.8,3.37,1
88.35,58.52,52.02,2.58,1.81,0
59.43,47.28,63.64,2.52,1.21,0
72.13,43.1,71.77,2.87,4.55,0
78.21,38.47,76.87,4.72,2.49,0
82.41,62.79,34.84,3.27,3.88,0
72.2,43.85,56.23,3.9,2.04,0
69.68,59.38,40.84,1.14,1.16,0
78.7,63.79,49.52,4.35,0.79,0
74.13,43.83,47.47,1.31,0.92,0
69.96,42.35,47.62,4.58,0.72,1
88.85,37.14,68.21,1.4,0.72,0
86.47,31.73,61.26,3.13,0.92,0
81.21,57.03,69.72,2.93,1.11,0
71.65,71.19,77.58,2.93,2.37,0
78.99,45.39,33.76,2.69,2.37,0
71.94,40.91,51.63,2.78,3.88,0
75.73,68.93,63.12,1.03,2.01,0
79.87,37.98,57.47,3.16,1.7,0
69.01,60.3,48.94,2.72,1.48,0
86.75,54.19,36.2,4.59,3.51,0
83.35,51.6,35.38,4.84,3.7,0
75.72,53.64,77.66,2.51,4.8,0
82.68,46.99,63.98,2.77,1.51,0
93.76,55.84,50.92,4.55,1.16,1
79.19,37.67,38.11,4.95,2.19,0
69.48,62.52,73.69,3.26,3.46,0
58.41,54.12,50.85,3.11,4.42,0
111.96,82.09,31.5,1.44,2.58,1
80.56,49.66,73.13,3.33,3.07,0
97.18,54.51,75.5,4.23,3.74,1
92.05,41.55,48.63,2.1,4.82,1
65.64,45.63,46.47,1.69,0.65,0
91.89,22.53,33.75,3.34,4.66,1
73.13,58.7,58.58,4.0,0.75,0
72.29,36.34,71.98,3.76,3.13,0
75.99,37.92,69.49,3.88,4.51,0
83.29,66.15,62.17,2.01,3.01,0
71.19,56.67,67.14,4.35,1.91,0
64.99,58.61,37.19,4.11,2.7,0
83.25,65.71,79.31,3.13,1.74,0
81.98,49.48,57.32,3.55,0.88,0
104.19,42.36,66.53,1.28,3.91,1
94.83,31.65,48.36,3.19,2.65,1
63.3,33.89,48.17,4.5,3.06,0
67.48,27.03,41.66,3.72,2.11,0
72.95,31.64,34.35,4.29,1.09,0
83.32,38.48,53.66,3.02,1.78,0
91.73,6.96,36.42,1.86,4.87,1
66.69,63.84,73.64,2.88,0.89,0
97.37,47.75,41.99,1.86,4.08,1
81.46,47.26,40.88,2.33,4.59,0
83.86,50.52,61.07,2.5,2.77,1
74.04,60.4,35.96,1.9,2.38,0
70.72,37.38,72.71,4.47,1.83,0
68.32,44.22,58.52,2.58,4.81,0
77.01,42.64,53.28,4.55,4.57,0
97.07,78.45,74.38,2.44,0.92,1
83.15,47.12,63.63,2.29,3.55,0
82.1,51.37,74.12,3.49,4.93,0
75.67,57.84,40.37,3.78,2.4,0
76.33,51.55,32.8,4.26,3.53,0
76.68,58.54,62.62,2.46,2.97,0
84.9,37.15,60.12,4.85,2.88,0
59.08,70.07,60.0,1.98,4.31,0
70.62,71.31,38.01,3.51,3.33,0
65.16,47.38,34.01,2.74,1.14,0
74.05,46.8,39.14,2.19,2.04,0
71.12,46.06,33.15,3.69,1.77,0
61.44,44.31,33.68,2.44,3.58,0
93.54,49.31,71.05,3.22,1.95,1
74.96,52.79,63.31,2.56,3.47,0
92.22,43.6,43.65,3.18,3.1,1
86.46,48.54,58.93,3.72,2.7,0
90.43,49.57,69.56,1.57,3.97,1
62.04,45.7,38.36,1.24,0.74,1
68.5,51.25,52.05,3.28,3.94,0
58.59,27.24,48.35,3.27,3.12,0
72.06,66.63,74.07,4.3,3.29,0
77.43,39.84,36.76,3.81,1.07,0
84.52,12.23,44.81,1.31,1.5,0
69.07,55.01,42.77,2.81,0.56,0
67.16,55.78,78.87,4.55,3.92,0
